prej_1,prej_2,prej_3,prej_4,prej_5,prej_6,prej_7,prej_8,prej_9,prej_10,prej_11,prej_12,prej_13,prej_14,prej_15,prej_16,prej_17,prej_18,prej_19,prej_20,prej_21,prej_22,prej_23,prej_24,prej_25,prej_26,prej_27,prej_28,prej_29,prej_30,prej_31,prej_32,prej_33,prej_34,prej_35,prej_36,prej_37,prej_38,prej_39,prej_40,prej_41,prej_42,prej_43,prej_44,prej_45,prej_46,prej_47,prej_48,prej_49,prej_50,prej_51,prej_52,prej_53,prej_54,prej_55,prej_56,prej_57,prej_58,prej_59,prej_60,prej_61,prej_62,prej_63,prej_64,prej_65,prej_66,prej_67,prej_68,prej_69,prej_70,prej_71,prej_72,prej_73,prej_74,prej_75,prej_76,prej_77,prej_78,prej_79,prej_80,prej_81,prej_82,prej_83,prej_84,prej_85,prej_86,prej_87,prej_88,prej_89,prej_90,prej_91,prej_92,prej_93,prej_94,prej_95,prej_96,prej_97,prej_98,prej_99,prej_100,prej_101,prej_102,prej_103,prej_104,prej_105,prej_106,prej_107,prej_108,prej_109,prej_110,prej_111,prej_112,prej_113,prej_114,prej_115,prej_116,prej_117,prej_118,prej_119,prej_120,accept_1,accept_2,accept_3,accept_4,accept_5,accept_6,accept_7,accept_8,accept_9,accept_10,accept_11,accept_12,accept_13,accept_14,accept_15,accept_16,accept_17,accept_18,accept_19,accept_20,accept_21,accept_22,accept_23,accept_24,accept_25,accept_26,accept_27,accept_28,accept_29,accept_30,accept_31,accept_32,accept_33,accept_34,accept_35,accept_36,accept_37,accept_38,accept_39,accept_40,accept_41,accept_42,accept_43,accept_44,accept_45,accept_46,accept_47,accept_48,accept_49,accept_50,accept_51,accept_52,accept_53,accept_54,accept_55,accept_56,accept_57,accept_58,accept_59,accept_60,accept_61,accept_62,accept_63,accept_64,accept_65,accept_66,accept_67,accept_68,accept_69,accept_70,accept_71,accept_72,accept_73,accept_74,accept_75,accept_76,accept_77,accept_78,accept_79,accept_80,accept_81,accept_82,accept_83,accept_84,accept_85,accept_86,accept_87,accept_88,accept_89,accept_90,accept_91,accept_92,accept_93,accept_94,accept_95,accept_96,accept_97,accept_98,accept_99,accept_100,accept_101,accept_102,accept_103,accept_104,accept_105,accept_106,accept_107,accept_108,accept_109,accept_110,accept_111,accept_112,accept_113,accept_114,accept_115,accept_116,accept_117,accept_118,accept_119,accept_120
,,,,,,,,,,15.4,,,54.2,1,,,11.8,,,,,,,63.1,97.2,,,,,88.3,,37.2,51.8,,,0,,,,,4.4,90.8,,,,,,,,,,94.6,,,,,,100,,,,,,,,,62.4,50.1,,,,,,100,,66.1,,,,,,55.4,66.1,5.1,100,,,84.1,1,0,,1,49.6,,,,,,88.9,,,,,,,,81.1,,,,,,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,100,75.8,10.8,,,,,99.7,1,,,100,100,,,,,1,86.6,100,,,,,,,,,100,,,82.8,1,,,,100,,93.8,,99.9,,,90.6,,,,,,87.6,,,100,100,87.7,,,,,,,76.2,,,,,91.5,,,100,87.2,,,,,,,,,,,,,,,,,,100,1,99.9,,,,,,,,,,,,,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,28.3,13.5,36.9,,,,,,32,,50.6,,38.7,,,32.7,,,,,0.3,,,,,24.5,,,6.5,49.6,,,,,,,,,2.3,,1.8,,,,31.8,,,35.5,,,53.4,,16.8,,,,,,,,,,37.5,,,,,,,61.1,34.6,21.5,,,,,,,62.4,,,55.5,,,4.2,,,,,,,,,,0,,,,,,53.2,,,52.1,21.7,10.3,,
,,,33,,,,,,,52.1,44.4,,,0,,59.3,,,29,,56.6,,,,,10,33.4,,,,,,,,,0,,50,,,,51.4,54.2,,,,48.5,61.8,,,66.2,55.9,,,,,,46.6,,,,,,,,,,,,,,,,,50,,,,50.3,,,,,,61.4,,,,51,,,51.7,,,,,,50.3,,,,69.2,,,57.2,,,,59.7,,,,56.3,,49.4,,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,50.1,,,10.8,,51.8,75.5,,,,,50.7,,100,,,,,,,,,,,,,,,,,,10,,,,,,30.8,75.5,,75.4,,,50,35.2,,20.4,,,50.6,10,,,,,,,,,10.4,,,,,,10.3,,,100,10.7,,50.3,,,,,,,,65.1,52,,,,20.8,40.8,,50.3,,,,,,,,50,,,,,20.4,,,,,,50,,,,,,10.4,,,,,,
,0,,,,,,,,,,,,,,,96.9,,0,,,,,,89.9,,,,,,,,89.4,,,93.9,0,,,1,,0,,,,,,,,,46.9,96.9,,,,,0,98.5,99.2,,56.3,90.4,96.5,,,0,,63,,,,,,92.1,,,94.9,,,1,,,,1,,97.5,,,,,,,,97.9,,,,,,,,93.7,,,,,,,,,,,,,98,8.3,,95.9,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,50.3,,,,4.4,,,,,8.9,,,,51,,,,,,,,,,,,,,,52.1,13,51.3,,,50.7,,,,48,50.8,,50.4,51.4,,,,,,65.5,,55.8,54.6,,,,,12.5,,48.5,,,50.7,,,,0.7,61.7,49.9,,49.4,53.4,,,,,,,,50.3,,5.5,,,,20.8,,,,6.5,,,,,,,,,,,,72.5,,,,50.8,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,100,,,,,,,,,,,38.3,15.4,,,,100,100,,,100,,100,100,,,,,16.5,,,100,100,,100,,,,,,,,,54.8,,,,,,,,100,100,,,4.4,,,100,,,,,,100,,,,,,52.8,63.4,,,,,,,,,,100,,0,100,,,,,100,100,,100,,,,,,100,,,100,,,,50.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,,100,,,,,,,,,,,,,0,,,,1,,,,,100,,,,,,,,,,,,1,10.6,77.9,,,0,,,,,,,,14.5,,,,,0,,,,0,,,7.9,,,0,,,,,,,10.1,0,3.8,,0,,,,,,,0,,0,,,0,,,,0,,0,0,,,0,,,,0,,,,,0,0
,,,,,,,,,,,85.8,,,,,92.7,22,81.8,,,86.9,,,88.7,,9,,,,91.7,,,,,,,,87.3,10.7,,,,75.2,,81.4,,,97,96.8,,,,,,,,,,,50.1,,,,,,88,83.8,22.3,18.9,71.8,,81.5,,,,,,76.5,,,,82.7,51,84.2,,,,,,,,12.1,,,,82.4,,,,,,100,,,,,,,,,,,81.5,,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.9,,,100,,95.9,78.9,,87.6,,71.7,,,,,,,100,,100,,,,,,,,22.8,,,3.8,,,,,,98.5,3.9,2.5,,,,,,,10.4,2.7,,,,,,,29.7,,,,89.7,,,,,,51.1,,0,,,,,,79.3,,,,,,100,,,,,17.5,,100,,,100,17.2,,,,,,,32,,,,,,,,,,,100,,,,,,14.5,,8.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,60.3,,,,,100,,0,0,,,,,,100,,,,0,100,44.9,,,,,,,0,0,,,,,,,,,81.3,,,0,0,,,,,,,0,,,,78,,,0,0,0,,,,,,0,78.2,,,,0,,,,,,,0,,,,0,,52.8,,,,,,,,100,0,,,,,,0,,,,,,,,,,,0,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,61.4,,,,62.1,,74.6,,,,48.2,,,56.5,34.1,41.7,,,,,81.5,,57.6,,69,,,,,,,57.5,,41.5,,,,,,,,,,,,,,,,,42.1,,,,,,,,,,,,,38,,41.4,,,,51.7,,,47.5,,,,,,,,71.4,,,,,,,,,62.3,67,,,,,32.8,,,50,,,,51.7,,,,37.9,58,,,,48.2,59.2,52.1,,,56.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,,,,,,,100,,64.8,63.9,,,,,,,46.8,,,,90.3,,,,81.1,,,,,,,96.9,73.6,,,,,,,,,,,75.5,,100,,,,59,40.6,,77.2,,65.6,,83.7,,58.1,89.7,,,,,99.7,,,,,,81.1,,,,43.5,,,,100,,,,,,,37.9,,,,,80,10.3,,,56.3,,,,73.8,,55.2,86.2,,,,,,,,,,,,,,100,
,,,,96.1,95.4,,,,,,,73.2,,,,90.3,,,,,83.4,,,,94.8,,32.1,,,,89.7,,20.4,,,0,,,,,,,,67.3,,,2.4,,,8.9,,,,20.8,,,,,,,,96.6,,90.1,,,,,4.8,,,59.7,,96.1,,,,,,,50,,,62,,50,,,,,38.2,,,95.5,0,85.2,,57.5,,,,,94.5,30.8,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,40.6,100,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,100,100,,,100,,100,,,,100,,,,100,,,,100,,,,,,,,100,,,100,,,49.9,100,,,,,,,,,,,100,,100,100,,86.6,,100,100,,,,,,,100,100,,,,,,,100,,,,,100,,,100,100,,100
,,,,100,,100,,0,,,,,100,,,,,,,,,,,100,,0,,,,,100,,,100,,,,,,,,100,100,,,,,,100,,,,100,,,,100,100,,100,,,,,56.2,100,,100,0,,,,100,,,,,,,,,,,,100,100,,,,,100,,,,,100,,,100,,,100,,,100,,,100,,,,,,,21.7,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91.3,,,,,100,,,63.4,,,,,0,,,,,,90.6,96.1,,,,100,,100,100,100,,,,,,99.7,,,,,,,,100,,,,,71,,,,,,,,99.9,,100,,,,100,,,,,,100,,100,,,91.5,,,,,,,,,,,50.3,,,,,0,,,,100,100,0,,100,,,,,100,,,,100,81.5,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,58,,,23.4,11.1,,,85.5,,,,,,,37.2,,,,,,,,,,,,,,,41.4,,89.3,,,,29.2,,50.4,,,,76.5,,,,87.7,,,,29.7,,,,,16.2,,67.3,,,,,,,14.2,,,35.2,86.5,,,,22.4,,,45.1,,,,,29.6,,,66.3,44.1,62.3,,,,,,,,,36.5,,,65.2,30,,,,50.7,,,,,,,,,71.1,64.5,,,,
,,,,,50.4,49.3,,,49.5,57.2,53.1,57.7,,,,,,,53.7,53.2,,,53.9,,,,,52.8,,,,,,,54.2,,49.7,55.4,,,,,,50.2,,,56.3,,57.3,,,,,,,,,,,,,50,57.4,,48.9,,,,,,,50.7,,,,,55.6,56.5,56.2,,,50.5,,,,,,,,,,,,,,,,49.6,,,55.6,50.3,52.2,,,,,,,,,,,,,,50.9,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.6,,,,,,,,,22.9,79.4,29.2,,51.5,5.3,,,,,,,,,,,,,,,,,72.6,,,55,64.6,0.7,,,,26.7,15.3,,,53.5,39.5,,,,,,,,53.5,,,,,56.1,,,,,,,,69.1,,,5.1,,,58.2,,,,,,,73.4,36.2,,,,,71,53.5,,,,66.2,,,,81.8,,,,,,,,,,,56.1,,,91.2,51.4,,,,81,,,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43.8,50.3,,,,,42.5,50.7,,,,,,,,25.8,,50.4,55.8,,,,,,,,,,63.7,,,,67.9,,,,,50.8,60.1,,51.4,,,,45.5,,,40.8,,,,28.6,,,,61,,,53.1,,50.6,,,,,45.4,,,53.2,,,,,,36.9,,,,,,,,57.7,,,,,,,,,,62.8,33.4,64.5,,,,,41,,,36.9,,,,71.4,,72,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50.8,,,1,,100,,,,1,,,,100,,,,,,,,,,25.4,,,1,,1,,,,,,,,,35.2,,,1,,,,,75.1,90,,,,1,1,,,1,,,,50,,,,,,,,,,,,,1,,,,23.8,1,,,,,,,,,,,60,,1,1,,,,,,,,59.9,,,1,,,,25.5,100,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,97.3,,46.8,,,,,,97.3,,,97.9,,,,,,,,,,,98,,,,97.9,,,97.9,,9.2,,,,,4.4,97.3,,,,,99.3,,,,,,99,,56.5,,,,,,97,97.9,,,,,,,,,97.6,98.5,,98.7,,,97,,,,,,,,,,,97.9,,13.1,,,,97.3,,,,98.6,,,96.3,,98.7,,98,,,,,,,,,99,,98.5,97.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,54.4,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,0,,0,,,,,0,,,,,,48.2,0,,0,0,,0,100,0,0,,1,0,,,0,,,0,0,0,,0,,,,,,,,,,,,,,0,,,0,,,,0,0,,,,0,,,,,,,,,,0,,,,,,
,28.3,,,,70.3,,,,,63.5,,,,0,,,,,57.9,,,,58,,,,,,,,,74.4,,,,,,,10.6,38.6,37.9,57.7,52.3,57.2,,,,,,,64.5,,,63.1,,,,,,,,,56.5,,,,,62.7,,,,,,49,,,,1,,,,1,60.8,62.7,62.8,,53.7,,,,,0.8,,,,,,,60.8,,,66.6,,,,,,,,,,,,7.7,80.3,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,50.6,,,0,,100,,,50.1,,,,,,,,0,,,100,,49.6,,,,,,,,,,0,,,,,,,80,,0,,10,,,,,,,,,0,,,,,,,0,0,,0,,,,,,,15.1,,,0,,,0,,,,,80.3,15.5,0,0,,,,90.3,95.5,,,,,,,,0,,,,,,,,,,0,,,,70.8,,,15.8,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,0,,,,,,,,,,,100,,,,2.8,,,1.7,,,82.5,,,100,,56.3,,,44.1,0,,,36.1,,,,,,,,,0,100,,0,0,,,86.8,,77.7,,,,,,,,,,,,,,,90.3,,,100,,,,,100,,52.1,,,,,0,,28.2,,,,,,,3.4,,2.3,,,70.7,2.8,,,,,,,,,55.5,,0,,,100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,100,100,,,,,,,,100,,,,,,100,,100,,,,,,,100,,,100,100,,100,71,,,100,,,,,,,,,,,,100,,100,,,,,,,,,100,,,,,,100,83.5,,0,,,,,,100,,,,,,,,16.5,,,,100,100,0,100,100,,,,,,,,,,100,,,,,,,,,,,,100,,0,,,,84.6
,,,,87.5,,,,0,,,,,,,,88.7,,,74.2,,,,30,,,,,45.6,88.7,,,,58.3,50.8,85.1,,57.6,,0,0,0.7,,,,,55.2,,,,,83.5,95.4,,,,,80.1,74.9,,,,,,,,,,,,85.1,,,,,,76.8,,,,71.5,80.7,,,,88.6,,,,,,,,,78.9,,,,71.4,,,72.7,,,71.3,,,,75.8,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15.9,,,,,,45.2,,,,53.2,36.3,,,,,70.3,,,,,,,,,,,31.3,,,,24.6,22.4,,,54.6,,,,28.2,,,54.6,,,27.7,,59.4,,,93.4,,30.3,,,46.5,,,,,26.2,,,42.1,,,,,,,,38.6,36.1,,,,,32.7,,18.2,,,,,49.4,48.7,51.7,,,,,,,,,,,80,,,,,,,,17.2,,41.8,42.1,,,,,,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,100,,61.1,,34.1,,,,,,,,1,15.5,,,0.8,,,,,,,100,,,,,,,,,53.9,,,71.8,,,,,,,,32.5,,,,,,,64.8,21.1,,,,50.3,,56.8,,100,,,,,,2,,,71.3,,,,,,,52.1,100,,,,,,,27.5,,,,,,100,17.6,,,1,,,,47,87.6,,100,,,,66.5,,,,,,,,,66.1,,100,,
,,0,,100,,,,,,,,,,0,,,,,80,,,,,95.1,,,0,,,,,,,,,,,0,0,,,,100,,,0,,85.1,100,0,,80,,,0,,80,,100,40,0,,80,,0,,,,,100,,,0,,,,,,,100,,6.5,,,,,80,,,,,,,,,100,50,,,,,,,,,,,,,,,,,,,,50,,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,100,,100,,,,,100,,100,,,100,,,100,,,100,,99.9,,,100,,100,,,,0,100,,,,100,,,,,,,,,,,,100,99.9,100,,,,,0,,,,,,,,,,,100,,,,,,,53.1,,100,,100,,0,,,,100,100,,100,,100,,,,,,,,100,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.8,,,,,,,,1,1,,,,,,24.9,,,,,16.8,,,55.4,,,,,86.6,,,,53,35.2,,,,,,,,,28.6,,,1,,0,,,1,,,,,,,,54.9,,71.4,,,,,,,,,1,63.7,,,,56.8,55.9,,,77.6,,,,,,80.7,,71.3,43.8,,,6.6,,,,,,,,54.8,,,,,,,,92.7,,,21.1,,,,55.4,11.7,,,,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,49.3,92.8,,,1,,,,,99.3,,81.1,2.5,,,,,,,50,100,,,,,,,99.3,,,,,,3,75.8,,,,,,3.1,,,,2.1,1,,,,,,,,,,50.6,90.6,,,,,3.2,2.1,,,49.7,3.1,,,,,,,,3.7,,,91,,,,,,77.5,2.7,,,,,,,77.6,2.5,,,,,,,48.7,,,49.2,,2.8,,
83.9,,,23.9,,,,,7.2,9.3,,,,,,,,,,,28.2,66.3,,,,,,,,81.4,,,27.3,33.1,16.5,,,,,36.5,,,,64.8,,,,,,,,,78.9,23.7,,,46.1,,6.8,,,,,,,,18.2,,,,,,,,,63.8,,40.1,24.1,,,,,28.6,,,,,38.5,,17.6,25.6,,25.5,,,,,,,,,,,,88.7,,,27.5,,,,,,,3.8,72.3,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,100,,,,0,,,,,,,,0,0,76.8,,,,76.3,,,,,,,11.4,,0,,,,100,0,,,,0,,,4.2,10.7,,4.5,,,,12.1,0,,,,,,,,,,,0,0,,,,17.6,,,,,0,,,,,,,,,,,,1,,,,74.8,,,,0,,,0,,0,,,,,,,,,,,,,1,,0,,0,
83,8.2,,,,,,,,42.3,,,,,,,,,,,59.2,96.2,,20.7,58.3,,,,,,,,,,,,1,86.1,55.1,0.1,,,,77.9,,,,15.6,57,94.4,,,,,,,,,,,,,,,,34.9,,,,,,,,16.5,,,,,,,92,,,,59.3,91.8,,87.3,,0,9.9,,8.6,,,,,49,82.8,64.6,,,,,,,,,,,51.5,,,88.2,,,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,23.2,,,,,,89.6,,,,,,,0,,,,,6.3,,,20.8,,,,0,,,,6.6,,0,,100,,,,100,,,,,,,0,,8.9,,,0,,,5.1,,,,,,,,,,,,,,,,54.8,24.1,55.2,,,,0,84.4,,,0,,52.5,,,,0,,,,61.5,,,0,100,,,,,,,,,12,,,,,,30.4,,,,,,,39.9,,15.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,90.1,,90,10,,0,,,,,,,,,0,,,,0,,,,,,,,,,0,,0,,,,20,,,20,20,,,0.1,,0,0,,,,,,,,0.1,,,,,,,0,,,,,,,,,,0,,,,10,,,,,,0,,,100,,,100,,,,,0,,,0,0,,,,0,,0,,,,,,0,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,63,,,,4.2,100,,,16.2,,20.4,95.2,,,,,,,12,,,,,,96.2,,,,,,,98.6,85.5,,,,90.1,,,,,,0,,,,,9.4,,,14.6,,,20.8,,,,,,,100,0,,,,,15.9,,,,,0,,86.1,,12.5,12.1,,,,,,88.7,,,,,,,,0,,,0,,,,,,0,,92,,,,,80,,,,
